name,Type,a (AU) ,e ,Value ($),Est. Profit ($),Δv (km/s),MOID (AU) ,Group
2018 QQ1,?,1.9,0.409,0,0,6.212,0.120226,AMO
2018 QP1,?,1.692,0.472,0,0,7.054,0.143174,APO
2018 QO1,?,1.475,0.194,0,0,8.396,0.188205,AMO
2018 QN1,?,2.282,0.557,0,0,6.468,0.049899,APO (PHA)
2018 QM1,?,2.265,0.338,0,0,7.984,0.528929,MCA
2018 QL1,?,2.322,0.392,0,0,7.564,0.43937,MCA
2018 QK1,?,2.883,0.45,0,0,8.55,0.605152,MCA
2018 QJ1,?,2.158,0.54,0,0,6.472,0.015489,APO
2018 QH1,?,1.347,0.344,0,0,7.073,0.027388,APO
2018 QG1,?,3.167,0.519,0,0,10.923,0.523871,MCA
2018 QF1,?,1.275,0.219,0,0,9.439,0.034135,APO
2018 QE1,?,2.74,0.476,0,0,8.16,0.439288,MCA
2018 QD1,?,1.768,0.119,0,0,13.877,0.632688,MCA
2018 QC1,?,3.131,0.496,0,0,8.527,0.590469,MCA
2018 QB1,?,2.195,0.278,0,0,7.778,0.58831,MCA
2018 QA1,?,2.053,0.496,0,0,7.411,0.027704,AMO
2018 QZ,?,2.159,0.54,0,0,6.481,0.013048,APO
2018 QY,?,1.413,0.455,0,0,7.543,0.026945,APO
2018 QX,?,1.477,0.309,0,0,4.861,0.012343,AMO
2018 QW,?,1.345,0.21,0,0,8.902,0.061909,AMO
2018 QV,?,3.34,0.6,0,0,8.24,0.369958,OMB
2018 QU,?,1.827,0.362,0,0,7.555,0.155741,AMO
2018 QT,?,2.275,0.613,0,0,6.62,0.007137,APO (PHA)
2018 QS,?,1.817,0.48,0,0,5.646,0.002074,APO
2018 QR,?,2.091,0.464,0,0,6.203,0.110097,AMO
2018 QQ,?,1.308,0.216,0,0,4.76,0.03755,AMO
2018 QP,?,2.453,0.517,0,0,6.858,0.182422,AMO
2018 QO,?,1.489,0.263,0,0,8.01,0.143682,AMO
2018 QN,?,2.392,0.389,0,0,7.684,0.469775,MCA
2018 QM,?,1.846,0.081,0,0,10.933,0.719782,IMB
2018 QL,?,2.273,0.419,0,0,7.458,0.319397,MCA
2018 QK,?,1.703,0.131,0,0,11.5,0.476051,MCA
2018 QJ,?,1.889,0.112,0,0,11.151,0.741689,IMB
2018 QH,?,1.821,0.042,0,0,12.132,0.761288,IMB
2018 QG,?,1.879,0.11,0,0,11.047,0.73017,IMB
2018 QF,?,1.915,0.066,0,0,10.039,0.805775,IMB
2018 QE,?,1.313,0.247,0,0,4.312,0.002222,APO
2018 QD,?,1.872,0.101,0,0,11.139,0.779945,IMB
2018 QC,?,1.849,0.072,0,0,11.238,0.75815,IMB
2018 QB,?,2.561,0.417,0,0,11.517,0.685116,MCA
2018 QA,?,1.988,0.708,0,0,8.429,0.034708,APO
2018 PL28,?,19.57,0.863,0,0,22.947,2.36727,CEN
2018 PK28,?,2.855,0.084,0,0,10.113,1.61052,MBA
2018 PJ28,?,3.12,0.28,0,0,11.472,1.31475,MBA
2018 PH28,?,2.518,0.047,0,0,9.727,1.3849,MBA
2018 PG28,?,2.408,0.169,0,0,9.069,1.02602,MBA
2018 PD28,?,2.417,0.054,0,0,10.676,1.30723,MBA
2018 PC28,?,2.589,0.106,0,0,10.734,1.30423,MBA
2018 PB28,?,2.262,0.149,0,0,8.931,0.916039,MBA
2018 PY27,?,2.597,0.245,0,0,9.759,0.976967,MBA
2018 PX27,?,2.637,0.049,0,0,9.892,1.50674,MBA
2018 PV27,?,2.625,0.097,0,0,10.06,1.38302,MBA
2018 PU27,?,2.665,0.116,0,0,9.666,1.36174,MBA
2018 PT27,?,3.214,0.249,0,0,10.607,1.41175,OMB
2018 PS27,?,2.936,0.088,0,0,10.924,1.71866,MBA
2018 PR27,?,3.143,0.096,0,0,11.235,1.84374,MBA
2018 PO27,?,1.904,0.093,0,0,9.885,0.810724,IMB
2018 PN27,?,2.212,0.199,0,0,8.36,0.770208,MBA
2018 PA27,?,3.09,0.117,0,0,10.334,1.71519,MBA
2018 PY26,?,2.39,0.209,0,0,8.631,0.887203,MBA
2018 PW26,?,2.558,0.267,0,0,8.755,0.863073,MBA
2018 PV26,?,3.193,0.087,0,0,11.496,1.93993,MBA
2018 PU26,?,3.068,0.172,0,0,10.049,1.53995,MBA
2018 PS26,?,2.526,0.132,0,0,9.304,1.17741,MBA
2018 PQ26,?,2.262,0.195,0,0,8.431,0.805263,MBA
2018 PN26,?,2.627,0.06,0,0,9.837,1.45789,MBA
2018 PM26,?,3.194,0.222,0,0,13.197,1.66209,MBA
2018 PL26,?,3.001,0.092,0,0,10.591,1.74396,MBA
2018 PJ26,?,3.205,0.264,0,0,12.044,1.47047,OMB
2018 PH26,?,3.178,0.243,0,0,10.855,1.44244,MBA
2018 PG26,?,3.129,0.152,0,0,13.228,1.66331,MBA
2018 PE26,?,2.978,0.231,0,0,10.497,1.28554,MBA
2018 PZ25,?,2.996,0.134,0,0,10.451,1.62043,MBA
2018 PV25,?,3.072,0.274,0,0,9.534,1.23475,MBA
2018 PU25,?,3.897,0.188,0,0,10.907,2.16418,OMB
2018 PT25,?,3.149,0.087,0,0,10.578,1.87717,MBA
2018 PP25,?,3.155,0.11,0,0,10.59,1.79411,MBA
2018 PE25,?,2.381,0.233,0,0,10.719,0.971376,MBA
2018 PB25,?,3.256,0.113,0,0,10.627,1.88679,OMB
2018 PA25,?,1.355,0.537,0,0,8.034,0.019761,APO
2018 PZ24,?,2.468,0.449,0,0,7.568,0.351169,MCA
2018 PY24,?,2.129,0.196,0,0,14.269,0.723915,MBA
2018 PX24,?,1.846,0.586,0,0,6.976,0.089054,APO
2018 PV24,?,1.067,0.219,0,0,5.348,0.002634,APO
2018 PU24,?,1.766,0.473,0,0,5.662,0.013531,APO (PHA)
2018 PT24,?,2.195,0.342,0,0,7.533,0.438935,MCA
2018 PS24,?,2.368,0.553,0,0,6.455,0.080464,AMO
2018 PR24,?,2.011,0.565,0,0,6.84,0.033885,APO
2018 PQ24,?,2.122,0.469,0,0,6.355,0.117771,AMO
2018 PP24,?,2.865,0.538,0,0,8.242,0.320885,MCA
2018 PO24,?,2.199,0.363,0,0,7.417,0.391616,MCA
2018 PN24,?,2.167,0.284,0,0,7.909,0.547383,MCA
2018 PM24,?,2.639,0.397,0,0,8.773,0.649763,MCA
2018 PL24,?,2.387,0.397,0,0,7.794,0.45002,MCA
2018 PK24,?,1.942,0.663,0,0,7.802,0.040519,APO (PHA)
2018 PJ24,?,2.285,0.401,0,0,7.28,0.371668,MCA
2018 PH24,?,2.362,0.423,0,0,7.268,0.361789,MCA
2018 PG24,?,2.82,0.516,0,0,8.386,0.441285,MCA
2018 PF24,?,1.505,0.125,0,0,9.611,0.312719,MCA
2018 PE24,?,2.793,0.426,0,0,8.289,0.607992,MCA
2018 PD24,?,1.849,0.13,0,0,11.04,0.624914,MCA
2018 PC24,?,3.35,0.49,0,0,9.404,0.712057,OMB
2018 PB24,?,2.565,0.408,0,0,8.312,0.523644,MCA
2018 PA24,?,2.082,0.3,0,0,7.695,0.483012,MCA
2018 PZ23,?,1.554,0.379,0,0,5.101,0.038301,APO
2018 PY23,?,2.06,0.786,0,0,9.099,0.000544,APO
2018 PX23,?,2.219,0.604,0,0,7.312,0.114885,APO
2018 PW23,?,2.331,0.452,0,0,7.062,0.27448,AMO
2018 PV23,?,2.409,0.461,0,0,7.69,0.327646,AMO
2018 PU23,?,0.964,0.084,0,0,4.422,0.005727,ATE
2018 PT23,?,2.352,0.668,0,0,7.178,0.01339,APO
2018 PS23,?,2.658,0.516,0,0,7.387,0.297725,AMO
2018 PR23,?,1.224,0.259,0,0,4.813,0.016956,APO
2018 PQ23,?,2.165,0.612,0,0,8.468,0.043561,APO (PHA)
2018 PP23,?,1.63,0.208,0,0,7.713,0.276853,AMO
2018 PO23,?,2.217,0.349,0,0,18.628,0.554196,MCA
2018 PN23,?,2.084,0.416,0,0,6.682,0.210051,AMO
2018 PM23,?,1.467,0.221,0,0,9.521,0.133295,AMO
2018 PL23,?,1.567,0.787,0,0,11.034,0.032429,APO (PHA)
2018 PK23,?,2.764,0.399,0,0,8.867,0.660764,MCA
2018 PJ23,?,1.913,0.074,0,0,11.711,0.783074,IMB
2018 PH23,?,3.073,0.46,0,0,10.07,0.710462,MCA
2018 PG23,?,1.87,0.089,0,0,10.358,0.748859,IMB
2018 PF23,?,3.105,0.088,0,0,10.903,1.83652,MBA
2018 PE23,?,2.711,0.296,0,0,13.397,1.03143,MBA
2018 PD23,?,2.238,0.34,0,0,7.497,0.468771,MCA
2018 PB23,?,1.866,0.231,0,0,12.622,0.594197,MCA
2018 PA23,?,2.171,0.334,0,0,7.392,0.438294,MCA
2018 PZ22,?,1.577,0.09,0,0,11.875,0.44872,MCA
2018 PY22,?,2.079,0.365,0,0,6.979,0.307277,MCA
2018 PX22,?,1.918,0.202,0,0,9.578,0.633793,MCA
2018 PW22,?,2.589,0.348,0,0,9.17,0.753046,MBA
2018 PV22,?,1.877,0.088,0,0,10.922,0.754112,IMB
2018 PU22,?,1.844,0.069,0,0,10.955,0.767297,IMB
2018 PT22,?,1.802,0.076,0,0,9.921,0.689167,MCA
2018 PS22,?,1.98,0.107,0,0,12.52,0.79464,IMB
2018 PR22,?,1.954,0.111,0,0,11.059,0.830209,IMB
2018 PQ22,?,1.971,0.151,0,0,9.327,0.690784,IMB
2018 PP22,?,1.743,0.119,0,0,9.345,0.607027,MCA
2018 PO22,?,1.796,0.448,0,0,6.614,0.004706,APO
2018 PN22,?,0.997,0.039,0,0,4.558,0.011566,ATE
2018 PM22,?,2.578,0.575,0,0,6.708,0.088101,AMO
2018 PL22,?,2.154,0.501,0,0,6.623,0.07472,AMO
2018 PK22,?,2.257,0.51,0,0,6.487,0.107119,AMO
2018 PJ22,?,2.683,0.562,0,0,8.008,0.176167,AMO
2018 PH22,?,1.651,0.613,0,0,7.543,0.041806,APO
2018 PG22,?,1.291,0.417,0,0,6.786,0.146598,APO
2018 PF22,?,2.367,0.809,0,0,11.104,0.359336,APO
2018 PE22,?,2.818,0.568,0,0,7.247,0.224492,AMO
2018 PD22,?,0.794,0.542,0,0,11.255,0.039284,ATE
2018 PC22,?,2.136,0.466,0,0,6.821,0.125156,AMO
2018 PB22,?,1.44,0.827,0,0,18.367,0.394955,APO
2018 PA22,?,2.014,0.458,0,0,6.009,0.083351,AMO
2018 PZ21,?,0.857,0.257,0,0,6.915,0.000168,ATE
2018 PY21,?,2.197,0.425,0,0,7.04,0.25409,AMO
2018 PX21,?,1.347,0.179,0,0,10.213,0.178345,AMO
2018 PW21,?,2.135,0.492,0,0,6.664,0.087175,AMO
2018 PV21,?,2.001,0.454,0,0,6.247,0.106337,AMO
2018 PU21,?,1.313,0.057,0,0,8.07,0.266384,AMO
2018 PT21,?,2.735,0.56,0,0,8.345,0.337664,AMO
2018 PS21,?,1.819,0.103,0,0,10.334,0.65519,MCA
2018 PR21,?,1.99,0.15,0,0,11.665,0.808709,IMB
2018 PQ21,?,1.913,0.108,0,0,9.711,0.721766,IMB
2018 PP21,?,2.1,0.342,0,0,7.149,0.371138,MCA
2018 PO21,?,1.835,0.11,0,0,11.428,0.651513,MCA
2018 PN21,?,1.774,0.415,0,0,6.27,0.061554,AMO
2018 PM21,?,1.316,0.173,0,0,4.869,0.072923,AMO
2018 PL21,?,1.734,0.469,0,0,8.818,0.186649,APO
2018 PK21,?,0.988,0.081,0,0,4.146,0.007125,ATE
2018 PJ21,?,2.211,0.455,0,0,6.958,0.19506,AMO
2018 PH21,?,1.906,0.652,0,0,7.519,0.018692,APO
2018 PG21,?,2.532,0.644,0,0,8.215,0.095146,APO
2018 PF21,?,1.996,0.361,0,0,10.088,0.419073,AMO
2018 PE21,?,1.891,0.329,0,0,6.939,0.318651,AMO
2018 PD21,?,1.86,0.242,0,0,10.058,0.407182,MCA
2018 PC21,?,1.883,0.242,0,0,13.026,0.440081,MCA
2018 PB21,?,2.149,0.393,0,0,7.319,0.289827,MCA
2018 PA21,?,2.276,0.423,0,0,7.057,0.301325,MCA
2018 PZ20,?,2.185,0.393,0,0,7.337,0.313784,MCA
2018 PY20,?,1.928,0.305,0,0,6.879,0.329822,MCA
2018 PX20,?,2.54,0.427,0,0,10.927,0.635415,MCA
2018 PW20,?,1.385,0.041,0,0,6.766,0.342599,MCA
2018 PV20,?,1.877,0.146,0,0,10.931,0.76147,MCA
2018 PU20,?,2.543,0.371,0,0,11.648,0.763055,MCA
2018 PT20,?,2.316,0.44,0,0,7.263,0.305443,AMO
2018 PS20,?,2.801,0.506,0,0,7.852,0.386678,MCA
2018 PR20,?,2.45,0.414,0,0,7.574,0.423822,MCA
2018 PQ20,?,1.903,0.213,0,0,7.658,0.541819,MCA
2018 PP20,?,2.845,0.488,0,0,8.142,0.457344,MCA
2018 PO20,?,1.32,0.234,0,0,5.302,0.017969,APO
2018 PN20,?,1.689,0.378,0,0,7.491,0.038822,AMO
2018 PM20,?,1.998,0.51,0,0,5.904,0.008653,APO
2018 PL20,?,1.418,0.225,0,0,6.618,0.097748,AMO
2018 PK20,?,0.891,0.275,0,0,7.552,0.020002,ATE
2018 PJ20,?,2.291,0.608,0,0,6.583,0.001625,APO
2018 PH20,?,2.613,0.186,0,0,14.053,1.11551,MBA
2018 PG20,?,2.613,0.263,0,0,13.253,0.972681,MBA
2018 PF20,?,3.048,0.488,0,0,9.254,0.550107,MCA
2018 PE20,?,2.126,0.332,0,0,7.216,0.405207,MCA
2018 PD20,?,1.069,0.32,0,0,6.864,0.000194,APO
2018 PC20,?,1.709,0.404,0,0,5.808,0.028013,AMO
2018 PB20,?,2.921,0.579,0,0,7.612,0.266014,AMO
2018 PA20,?,1.658,0.282,0,0,12.048,0.376774,AMO
2018 PZ19,?,2.124,0.578,0,0,6.68,0.059314,APO
2018 PY19,?,2.96,0.527,0,0,8.605,0.476859,MCA
2018 PX19,?,1.994,0.362,0,0,11.254,0.429565,AMO
2018 PW19,?,2.872,0.421,0,0,9.316,0.65561,MCA
2018 PV19,?,2.29,0.374,0,0,7.565,0.437321,MCA
2018 PU19,?,2.27,0.374,0,0,8.082,0.407491,MCA
2018 PS19,?,2.272,0.202,0,0,8.923,0.80948,MBA
2018 PE19,?,2.163,0.157,0,0,8.295,0.826176,MBA
2018 PJ18,?,2.64,0.34,0,0,8.685,0.729243,MBA
2018 PH18,?,2.207,0.205,0,0,8.209,0.747114,MBA
2018 PG18,?,3.117,0.273,0,0,10.502,1.32463,MBA
2018 PF18,?,1.851,0.247,0,0,8.252,0.379929,MCA
2018 PC18,?,2.234,0.374,0,0,7.704,0.389276,MCA
2018 PO17,?,2.22,0.293,0,0,7.885,0.555246,MCA
2018 PM17,?,2.348,0.207,0,0,8.667,0.851611,MBA
2018 PG17,?,5.273,0.076,0,0,13.323,3.89521,TJN
2018 PE17,?,2.902,0.016,0,0,10.534,1.84549,MBA
2018 PC17,?,3.088,0.126,0,0,10.527,1.68356,MBA
2018 PZ16,?,1.896,0.102,0,0,10.267,0.725057,IMB
2018 PS16,?,2.962,0.025,0,0,11.207,1.90356,MBA
2018 PR16,?,2.327,0.236,0,0,8.327,0.763076,MBA
2018 PQ16,?,2.703,0.126,0,0,10.204,1.36356,MBA
2018 PP16,?,3.127,0.205,0,0,11.179,1.51772,MBA
2018 PM16,?,2.814,0.209,0,0,9.741,1.22704,MBA
2018 PG16,?,2.683,0.135,0,0,9.644,1.31511,MBA
2018 PF16,?,2.191,0.213,0,0,8.155,0.713802,MBA
2018 PW14,?,2.569,0.211,0,0,9.398,1.0321,MBA
2018 PC14,?,3.224,0.182,0,0,12.645,1.72694,OMB
2018 PZ13,?,2.754,0.155,0,0,10.076,1.33673,MBA
2018 PS13,?,2.421,0.173,0,0,9.444,0.986509,MBA
2018 PQ13,?,2.775,0.048,0,0,10.18,1.62864,MBA
2018 PM12,?,2.325,0.092,0,0,9.223,1.10005,MBA
2018 PK12,?,2.282,0.134,0,0,8.931,0.9708,MBA
2018 PC12,?,3.212,0.105,0,0,11.057,1.87085,OMB
2018 PZ11,?,2.29,0.165,0,0,8.7,0.903206,MBA
2018 PY11,?,3.004,0.043,0,0,10.997,1.90402,MBA
2018 PX11,?,2.656,0.166,0,0,9.705,1.21862,MBA
2018 PS11,?,2.34,0.165,0,0,9.32,0.97936,MBA
2018 PQ11,?,2.624,0.18,0,0,9.307,1.14203,MBA
2018 PP11,?,5.182,0.036,0,0,12.653,4.00318,TJN
2018 PH11,?,2.259,0.239,0,0,8.211,0.707296,MBA
2018 PC11,?,2.213,0.127,0,0,8.687,0.923626,MBA
2018 PB11,?,3.186,0.179,0,0,10.702,1.60551,MBA
2018 PA11,?,2.777,0.216,0,0,10.247,1.16222,MBA
2018 PY10,?,2.644,0.242,0,0,9.588,1.01986,MBA
2018 PV10,?,2.633,0.605,0,0,7.04,0.100325,AMO
2018 PU10,?,1.996,0.425,0,0,6.21,0.142723,AMO
2018 PT10,?,1.817,0.353,0,0,11.618,0.389827,AMO
2018 PS10,?,2.221,0.463,0,0,6.79,0.183442,AMO
2018 PR10,?,0.731,0.523,0,0,12.222,0.051793,ATE
2018 PQ10,?,1.989,0.507,0,0,5.918,0.026665,APO
2018 PP10,?,1.561,0.423,0,0,6.826,0.091906,APO
2018 PO10,?,2.108,0.443,0,0,6.701,0.17334,AMO
2018 PN10,?,1.654,0.342,0,0,6.227,0.080517,AMO
2018 PM10,?,1.782,0.428,0,0,5.974,0.007804,AMO
2018 PL10,?,1.423,0.294,0,0,7.545,0.023186,APO
2018 PK10,?,1.758,0.299,0,0,7.514,0.220596,AMO
2018 PJ10,?,2.69,0.592,0,0,20.696,0.09078,AMO
2018 PH10,?,2.278,0.173,0,0,8.685,0.895117,MBA
2018 PG10,?,2.444,0.458,0,0,12.423,0.411273,MCA
2018 PF10,?,2.242,0.414,0,0,7.354,0.341525,MCA
2018 PE10,?,2.724,0.397,0,0,8.807,0.67285,MCA
2018 PD10,?,2.816,0.488,0,0,8.843,0.539638,MCA
2018 PC10,?,2.377,0.33,0,0,8.518,0.609422,MCA
2018 PB10,?,1.914,0.111,0,0,10.168,0.781423,IMB
2018 PA10,?,1.814,0.155,0,0,9.357,0.655896,MCA
2018 PZ9,?,1.915,0.061,0,0,8.684,0.825771,IMB
2018 PY9,?,2.121,0.366,0,0,7.091,0.329843,MCA
2018 PX9,?,2.162,0.344,0,0,7.359,0.402616,MCA
2018 PW9,?,2.576,0.339,0,0,9.357,0.741042,MBA
2018 PV9,?,2.11,0.316,0,0,7.394,0.445054,MCA
2018 PU9,?,1.479,0.017,0,0,11.487,0.469136,MCA
2018 PT9,?,2.858,0.451,0,0,9.161,0.626013,MCA
2018 PS9,?,2.242,0.306,0,0,7.88,0.567128,MCA
2018 PR9,?,1.805,0.544,0,0,6.492,0.033157,APO
2018 PQ9,?,1.395,0.196,0,0,6.288,0.112054,AMO
2018 PP9,?,1.654,0.39,0,0,5.11,0.003404,APO
2018 PO9,?,2.121,0.464,0,0,6.642,0.121804,AMO
2018 PN9,?,1.282,0.173,0,0,7.976,0.051021,AMO
2018 PM9,?,1.296,0.172,0,0,6.127,0.092145,AMO
2018 PL9,?,3.281,0.674,0,0,11.421,0.297409,AMO
2018 PK9,?,1.858,0.473,0,0,5.582,0.010304,APO
2018 PJ9,?,1.983,0.483,0,0,5.889,0.014241,AMO
2018 PH9,?,2.053,0.455,0,0,6.208,0.105008,AMO
2018 PG9,?,2.461,0.65,0,0,7.084,0.056229,APO
2018 PF9,?,2.308,0.512,0,0,6.509,0.113645,AMO
2018 PE9,?,1.391,0.157,0,0,6.908,0.178697,AMO
2018 PD9,?,1.317,0.267,0,0,4.514,0.001582,APO
2018 PC9,?,1.507,0.25,0,0,12.853,0.121261,AMO
2018 PB9,?,1.846,0.32,0,0,6.54,0.273404,AMO
2018 PA9,?,2.413,0.373,0,0,8.274,0.515473,MCA
2018 PZ8,?,1.874,0.146,0,0,9.587,0.723548,MCA
2018 PY8,?,1.544,0.152,0,0,7.856,0.309522,MCA
2018 PX8,?,2.608,0.434,0,0,7.948,0.475082,MCA
2018 PW8,?,1.854,0.088,0,0,11.009,0.737609,IMB
2018 PV8,?,1.898,0.085,0,0,9.62,0.776708,IMB
2018 PU8,?,2.692,0.473,0,0,8,0.432047,MCA
2018 PT8,?,1.702,0.176,0,0,10.226,0.426849,MCA
2018 PS8,?,2.37,0.414,0,0,7.44,0.381868,MCA
2018 PR8,?,1.84,0.087,0,0,11.708,0.696544,IMB
2018 PQ8,?,1.724,0.121,0,0,13.474,0.568758,MCA
2018 PP8,?,2.55,0.382,0,0,9.127,0.632217,MCA
2018 PO8,?,1.845,0.096,0,0,11.138,0.752768,IMB
2018 PN8,?,2.005,0.127,0,0,13.197,0.770558,MBA
2018 PM8,?,1.897,0.133,0,0,10.191,0.701881,MCA
2018 PL8,?,1.048,0.37,0,0,8.82,0.051021,APO
2018 PK8,?,1.424,0.211,0,0,11.241,0.109144,AMO
2018 PJ8,?,2.057,0.487,0,0,6.279,0.07815,AMO
2018 PH8,?,2.166,0.526,0,0,5.972,0.012008,AMO
2018 PG8,?,2.148,0.472,0,0,6.663,0.137294,AMO
2018 PF8,?,2.863,0.639,0,0,10.892,0.063359,AMO
2018 PE8,?,2.615,0.373,0,0,8.396,0.638288,MCA
2018 PC8,?,2.841,0.405,0,0,9.474,0.757883,MBA
2018 PB8,?,2.321,0.366,0,0,7.62,0.457118,MCA
2018 PA8,?,2.159,0.376,0,0,7.549,0.333506,MCA
2018 PZ7,?,3.062,0.439,0,0,10.744,0.863482,MBA
2018 PY7,?,1.585,0.395,0,0,6.009,0.001928,APO
2018 PX7,?,2.125,0.455,0,0,6.676,0.155798,AMO
2018 PW7,?,1.429,0.408,0,0,5.813,0.028031,APO
2018 PV7,?,1.594,0.296,0,0,6.566,0.151487,AMO
2018 PU7,?,2.163,0.542,0,0,6.365,0.015055,APO
2018 PT7,?,1.908,0.447,0,0,6.433,0.067138,AMO
2018 PS7,?,2.386,0.459,0,0,7.395,0.291149,AMO
2018 PR7,?,1.026,0.11,0,0,4.811,0.003461,APO
2018 PQ7,?,1.827,0.151,0,0,12.22,0.617278,MCA
2018 PP7,?,2.154,0.377,0,0,7.153,0.334464,MCA
2018 PO7,?,1.654,0.177,0,0,9.103,0.509742,MCA
2018 PN7,?,3.117,0.349,0,0,13.082,1.23845,MBA
2018 PT6,?,2.875,0.078,0,0,10.197,1.65275,MBA
2018 PA3,?,2.379,0.116,0,0,9.119,1.12145,MBA
2018 PR2,?,2.537,0.157,0,0,10.037,1.16063,MBA
2018 PO2,?,3.15,0.186,0,0,12.819,1.67736,MBA
2018 PT1,?,2.192,0.158,0,0,8.355,0.829046,MBA
2018 PF1,?,3.231,0.288,0,0,12.29,1.45501,OMB
2018 PE,?,2.433,0.203,0,0,9.02,0.93377,MBA
2018 PC,?,1.031,0.075,0,0,8.546,0.021265,APO
2018 PB,?,2.341,0.298,0,0,8.788,0.626032,MCA
2018 PA,?,2.499,0.17,0,0,15.137,1.13742,MBA
2018 OF2,?,1.327,0.251,0,0,7.59,0.002649,APO
2018 OC2,?,3.189,0.143,0,0,10.438,1.72016,MBA
2018 OK1,?,2.834,0.054,0,0,10.902,1.67095,MBA
2018 OH1,?,2.683,0.469,0,0,8.877,0.436918,MCA
2018 OG1,?,2.35,0.14,0,0,9.033,1.02882,MBA
2018 OE1,?,2.447,0.244,0,0,9.681,0.900928,MBA
2018 OD1,?,2.378,0.285,0,0,9.905,0.80669,MBA
2018 OC1,?,2.673,0.488,0,0,9.671,0.460393,MCA
2018 OB1,?,3.184,0.69,0,0,7.19,0.035282,APO (PHA)
2018 OA1,?,2.151,0.508,0,0,6.745,0.043472,AMO
2018 OZ,?,1.032,0.245,0,0,6.933,0.007894,APO
2018 OY,?,2.131,0.547,0,0,6.164,0.012453,APO
2018 OX,?,2.664,0.442,0,0,8.346,0.481282,MCA
2018 OW,?,2.644,0.346,0,0,8.893,0.718672,MBA
2018 OV,?,2.665,0.336,0,0,9.837,0.864196,MBA
2018 OU,?,2.394,0.383,0,0,9.234,0.470245,MCA
2018 OT,?,2.433,0.488,0,0,9.071,0.252931,AMO
2018 OS,?,2.192,0.406,0,0,6.968,0.301062,MCA
2018 OR,?,3.535,0.537,0,0,8.53,0.631203,OMB
2018 OQ,?,0.746,0.371,0,0,9.563,0.00734,ATE
2018 OP,?,2.587,0.356,0,0,8.263,0.663087,MCA
2018 OO,?,2.615,0.485,0,0,8.101,0.332619,MCA
2018 ON,?,2.699,0.482,0,0,8.181,0.402988,MCA
2018 OM,?,2.353,0.783,0,0,9.487,0.002544,APO
2018 OL,?,2.534,0.654,0,0,7.842,0.01101,APO
2018 OK,?,2.322,0.515,0,0,6.663,0.146748,AMO
2018 OJ,?,2.183,0.348,0,0,7.626,0.412779,MCA
2018 OH,?,1.559,0.068,0,0,14.06,0.495056,MCA
2018 OG,?,2.359,0.582,0,0,6.86,0.039407,APO
2018 OF,?,1.286,0.266,0,0,9,0.020744,APO
2018 OE,?,2.544,0.384,0,0,8.674,0.600557,MCA
2018 OD,?,2.183,0.318,0,0,7.605,0.483961,MCA
2018 OC,?,3.131,0.238,0,0,12.124,1.50626,MBA
2018 OB,?,2.557,0.588,0,0,6.525,0.037809,AMO
2018 OA,?,1.995,0.104,0,0,9.232,0.852779,IMB
2018 NQ15,?,3.103,0.435,0,0,10.941,0.848505,MBA
2018 NP15,?,2.289,0.221,0,0,8.296,0.772018,MBA
2018 NG15,?,1.561,0.323,0,0,5.561,0.085171,AMO
2018 NF15,?,2.049,0.541,0,0,6.101,0.017876,APO (PHA)
2018 NE15,?,2.186,0.538,0,0,6.509,0.04904,APO (PHA)
2018 ND15,?,1.938,0.162,0,0,9.695,0.637194,MCA
2018 NC15,?,1.596,0.343,0,0,6.451,0.117453,AMO
2018 NB15,?,2.198,0.298,0,0,7.86,0.549971,MCA
2018 NA15,?,2.189,0.231,0,0,18.093,0.801561,MBA
2018 NZ14,?,2.647,0.47,0,0,11.194,0.498484,MCA
2018 NY14,?,1.262,0.772,0,0,13.642,0.039045,APO (PHA)
2018 NX14,?,2.028,0.285,0,0,11.594,0.566371,MCA
2018 NW14,?,2.405,0.227,0,0,9.335,0.903297,MBA
2018 NV14,?,2.572,0.1,0,0,10.493,1.30876,MBA
2018 NU14,?,2.485,0.168,0,0,9.038,1.05471,MBA
2018 NS14,?,3.163,0.071,0,0,10.92,1.94853,MBA
2018 NM14,?,2.29,0.238,0,0,8.415,0.728011,MBA
2018 NG14,?,2.807,0.216,0,0,9.709,1.19979,MBA
2018 NF14,?,3,0.325,0,0,10.146,1.07423,MBA
2018 NC14,?,2.255,0.211,0,0,8.487,0.773711,MBA
2018 NB14,?,2.369,0.105,0,0,9.488,1.11959,MBA
2018 NZ13,?,2.563,0.209,0,0,9.078,1.01389,MBA
2018 NW13,?,2.248,0.171,0,0,8.503,0.852503,MBA
2018 NV13,?,2.184,0.206,0,0,8.34,0.719569,MBA
2018 NU13,?,2.319,0.184,0,0,8.631,0.887021,MBA
2018 NT13,?,2.978,0.044,0,0,10.86,1.83121,MBA
2018 NQ13,?,2.431,0.153,0,0,9.028,1.04401,MBA
2018 NP13,?,2.284,0.238,0,0,8.288,0.737572,MBA
2018 NO13,?,3.173,0.223,0,0,10.168,1.45174,MBA
2018 NG13,?,2.253,0.183,0,0,8.783,0.838528,MBA
2018 NE13,?,3.03,0.154,0,0,10.442,1.57149,MBA
2018 NB13,?,2.381,0.124,0,0,9.285,1.09935,MBA
2018 NR12,?,3.024,0.168,0,0,10.948,1.51255,MBA
2018 NP12,?,3.157,0.23,0,0,10.517,1.44409,MBA
2018 NN12,?,1.835,0.08,0,0,9.833,0.684113,IMB
